zip,service,tier,region
90057,Ground,DAS,Contiguous U.S.
90264,Ground,DAS Extended,Contiguous U.S.
90265,Ground,DAS,Contiguous U.S.
90272,Ground,DAS,Contiguous U.S.
90290,Ground,DAS Extended,Contiguous U.S.
90704,Ground,DAS,Contiguous U.S.
90748,Ground,DAS,Contiguous U.S.
91024,Ground,DAS,Contiguous U.S.
91310,Ground,DAS,Contiguous U.S.
91321,Ground,DAS,Contiguous U.S.
91383,Ground,DAS,Contiguous U.S.
91384,Ground,DAS,Contiguous U.S.
91390,Ground,DAS,Contiguous U.S.
91759,Ground,DAS Extended,Contiguous U.S.
91901,Ground,DAS,Contiguous U.S.
91903,Ground,DAS,Contiguous U.S.
91905,Ground,DAS Extended,Contiguous U.S.
91906,Ground,DAS Extended,Contiguous U.S.
91916,Ground,DAS Extended,Contiguous U.S.
91917,Ground,DAS Extended,Contiguous U.S.
91931,Ground,DAS,Contiguous U.S.
91934,Ground,DAS Extended,Contiguous U.S.
91935,Ground,DAS Extended,Contiguous U.S.
91948,Ground,DAS Extended,Contiguous U.S.
91962,Ground,DAS Extended,Contiguous U.S.
91963,Ground,DAS Extended,Contiguous U.S.
91978,Ground,DAS,Contiguous U.S.
92003,Ground,DAS,Contiguous U.S.
92004,Ground,DAS Extended,Contiguous U.S.
92026,Ground,DAS,Contiguous U.S.
92027,Ground,DAS,Contiguous U.S.
92028,Ground,DAS,Contiguous U.S.
92036,Ground,DAS Extended,Contiguous U.S.
92040,Ground,DAS,Contiguous U.S.
92059,Ground,DAS,Contiguous U.S.
92060,Ground,DAS Extended,Contiguous U.S.
92061,Ground,DAS Extended,Contiguous U.S.
92065,Ground,DAS,Contiguous U.S.
92066,Ground,DAS Extended,Contiguous U.S.
92067,Ground,DAS,Contiguous U.S.
92070,Ground,DAS Extended,Contiguous U.S.
92075,Ground,DAS,Contiguous U.S.
92082,Ground,DAS Extended,Contiguous U.S.
92086,Ground,DAS Extended,Contiguous U.S.
92091,Ground,DAS,Contiguous U.S.
92147,Ground,DAS Extended,Contiguous U.S.
92220,Ground,DAS,Contiguous U.S.
92226,Ground,DAS Extended,Contiguous U.S.
92227,Ground,DAS,Contiguous U.S.
92233,Ground,DAS Extended,Contiguous U.S.
92236,Ground,DAS,Contiguous U.S.
92239,Ground,DAS Extended,Contiguous U.S.
92240,Ground,DAS,Contiguous U.S.
92241,Ground,DAS,Contiguous U.S.
92242,Ground,DAS Extended,Contiguous U.S.
92243,Ground,DAS,Contiguous U.S.
92249,Ground,DAS,Contiguous U.S.
92250,Ground,DAS Extended,Contiguous U.S.
92251,Ground,DAS Extended,Contiguous U.S.
92252,Ground,DAS Extended,Contiguous U.S.
92254,Ground,DAS Extended,Contiguous U.S.
92256,Ground,DAS Extended,Contiguous U.S.
92257,Ground,DAS Extended,Contiguous U.S.
92258,Ground,DAS Extended,Contiguous U.S.
92259,Ground,DAS Extended,Contiguous U.S.
92266,Ground,DAS Extended,Contiguous U.S.
92267,Ground,DAS Extended,Contiguous U.S.
92268,Ground,DAS Extended,Contiguous U.S.
92273,Ground,DAS,Contiguous U.S.
92274,Ground,DAS Extended,Contiguous U.S.
92275,Ground,DAS,Contiguous U.S.
92276,Ground,DAS,Contiguous U.S.
92277,Ground,DAS Extended,Contiguous U.S.
92278,Ground,DAS,Contiguous U.S.
92280,Ground,DAS Extended,Contiguous U.S.
92281,Ground,DAS Extended,Contiguous U.S.
92282,Ground,DAS Extended,Contiguous U.S.
92283,Ground,DAS Extended,Contiguous U.S.
92284,Ground,DAS,Contiguous U.S.
92285,Ground,DAS Extended,Contiguous U.S.
92286,Ground,DAS,Contiguous U.S.
92301,Ground,DAS Extended,Contiguous U.S.
92304,Ground,DAS Extended,Contiguous U.S.
92305,Ground,DAS Extended,Contiguous U.S.
92307,Ground,DAS,Contiguous U.S.
92308,Ground,DAS,Contiguous U.S.
92309,Ground,DAS Extended,Contiguous U.S.
92310,Ground,DAS Extended,Contiguous U.S.
92311,Ground,DAS,Contiguous U.S.
92312,Ground,DAS,Contiguous U.S.
92314,Ground,DAS Extended,Contiguous U.S.
92315,Ground,DAS,Contiguous U.S.
92317,Ground,DAS,Contiguous U.S.
92321,Ground,DAS Extended,Contiguous U.S.
92322,Ground,DAS Extended,Contiguous U.S.
92323,Ground,DAS Extended,Contiguous U.S.
92325,Ground,DAS,Contiguous U.S.
92326,Ground,DAS,Contiguous U.S.
92327,Ground,DAS Extended,Contiguous U.S.
92328,Ground,DAS Extended,Contiguous U.S.
92329,Ground,DAS Extended,Contiguous U.S.
92332,Ground,DAS Extended,Contiguous U.S.
92333,Ground,DAS Extended,Contiguous U.S.
92338,Ground,DAS Extended,Contiguous U.S.
92339,Ground,DAS Extended,Contiguous U.S.
92341,Ground,DAS Extended,Contiguous U.S.
92342,Ground,DAS Extended,Contiguous U.S.
92344,Ground,DAS,Contiguous U.S.
92347,Ground,DAS Extended,Contiguous U.S.
92352,Ground,DAS,Contiguous U.S.
92356,Ground,DAS Extended,Contiguous U.S.
92358,Ground,DAS,Contiguous U.S.
92359,Ground,DAS,Contiguous U.S.
92363,Ground,DAS Extended,Contiguous U.S.
92364,Ground,DAS Extended,Contiguous U.S.
92365,Ground,DAS Extended,Contiguous U.S.
92366,Ground,DAS Extended,Contiguous U.S.
92368,Ground,DAS Extended,Contiguous U.S.
92371,Ground,DAS Extended,Contiguous U.S.
92372,Ground,DAS,Contiguous U.S.
92382,Ground,DAS Extended,Contiguous U.S.
92384,Ground,DAS Extended,Contiguous U.S.
92385,Ground,DAS Extended,Contiguous U.S.
92386,Ground,DAS,Contiguous U.S.
92389,Ground,DAS Extended,Contiguous U.S.
92391,Ground,DAS,Contiguous U.S.
92393,Ground,DAS,Contiguous U.S.
92394,Ground,DAS,Contiguous U.S.
92395,Ground,DAS,Contiguous U.S.
92397,Ground,DAS Extended,Contiguous U.S.
92398,Ground,DAS,Contiguous U.S.
92399,Ground,DAS,Contiguous U.S.
92414,Ground,DAS,Contiguous U.S.
92536,Ground,DAS Extended,Contiguous U.S.
92539,Ground,DAS Extended,Contiguous U.S.
92543,Ground,DAS,Contiguous U.S.
92544,Ground,DAS,Contiguous U.S.
92546,Ground,DAS,Contiguous U.S.
92548,Ground,DAS,Contiguous U.S.
92549,Ground,DAS Extended,Contiguous U.S.
92561,Ground,DAS Extended,Contiguous U.S.
92567,Ground,DAS,Contiguous U.S.
92582,Ground,DAS,Contiguous U.S.
92596,Ground,DAS,Contiguous U.S.
92624,Ground,DAS,Contiguous U.S.
92676,Ground,DAS Extended,Contiguous U.S.
92679,Ground,DAS,Contiguous U.S.
93013,Ground,DAS,Contiguous U.S.
93015,Ground,DAS Extended,Contiguous U.S.
93016,Ground,DAS Extended,Contiguous U.S.
93023,Ground,DAS Extended,Contiguous U.S.
93024,Ground,DAS Extended,Contiguous U.S.
93040,Ground,DAS Extended,Contiguous U.S.
93060,Ground,DAS,Contiguous U.S.
93061,Ground,DAS,Contiguous U.S.
93064,Ground,DAS,Contiguous U.S.
93066,Ground,DAS Extended,Contiguous U.S.
93106,Ground,DAS,Contiguous U.S.
93108,Ground,DAS,Contiguous U.S.
93109,Ground,DAS,Contiguous U.S.
93110,Ground,DAS,Contiguous U.S.
93201,Ground,DAS Extended,Contiguous U.S.
93203,Ground,DAS Extended,Contiguous U.S.
93204,Ground,DAS Extended,Contiguous U.S.
93205,Ground,DAS Extended,Contiguous U.S.
93206,Ground,DAS Extended,Contiguous U.S.
93207,Ground,DAS Extended,Contiguous U.S.
93208,Ground,DAS,Contiguous U.S.
93210,Ground,DAS Extended,Contiguous U.S.
93212,Ground,DAS Extended,Contiguous U.S.
93215,Ground,DAS Extended,Contiguous U.S.
93216,Ground,DAS Extended,Contiguous U.S.
93218,Ground,DAS Extended,Contiguous U.S.
93219,Ground,DAS Extended,Contiguous U.S.
93221,Ground,DAS Extended,Contiguous U.S.
93222,Ground,DAS Extended,Contiguous U.S.
93223,Ground,DAS,Contiguous U.S.
93224,Ground,DAS Extended,Contiguous U.S.
93225,Ground,DAS Extended,Contiguous U.S.
93226,Ground,DAS Extended,Contiguous U.S.
93230,Ground,DAS,Contiguous U.S.
93234,Ground,DAS Extended,Contiguous U.S.
93235,Ground,DAS,Contiguous U.S.
93237,Ground,DAS Extended,Contiguous U.S.
93238,Ground,DAS Extended,Contiguous U.S.
93239,Ground,DAS Extended,Contiguous U.S.
93240,Ground,DAS Extended,Contiguous U.S.
93241,Ground,DAS,Contiguous U.S.
93242,Ground,DAS Extended,Contiguous U.S.
93243,Ground,DAS Extended,Contiguous U.S.
93244,Ground,DAS Extended,Contiguous U.S.
93245,Ground,DAS,Contiguous U.S.
93247,Ground,DAS,Contiguous U.S.
93249,Ground,DAS Extended,Contiguous U.S.
93250,Ground,DAS Extended,Contiguous U.S.
93251,Ground,DAS Extended,Contiguous U.S.
93252,Ground,DAS Extended,Contiguous U.S.
93254,Ground,DAS Extended,Contiguous U.S.
93255,Ground,DAS Extended,Contiguous U.S.
93256,Ground,DAS Extended,Contiguous U.S.
93257,Ground,DAS Extended,Contiguous U.S.
93258,Ground,DAS,Contiguous U.S.
93260,Ground,DAS Extended,Contiguous U.S.
93261,Ground,DAS Extended,Contiguous U.S.
93262,Ground,DAS Extended,Contiguous U.S.
93263,Ground,DAS,Contiguous U.S.
93265,Ground,DAS Extended,Contiguous U.S.
93266,Ground,DAS Extended,Contiguous U.S.
93267,Ground,DAS Extended,Contiguous U.S.
93268,Ground,DAS Extended,Contiguous U.S.
93270,Ground,DAS Extended,Contiguous U.S.
93271,Ground,DAS Extended,Contiguous U.S.
93272,Ground,DAS Extended,Contiguous U.S.
93274,Ground,DAS,Contiguous U.S.
93276,Ground,DAS Extended,Contiguous U.S.
93277,Ground,DAS,Contiguous U.S.
93280,Ground,DAS Extended,Contiguous U.S.
93283,Ground,DAS Extended,Contiguous U.S.
93285,Ground,DAS Extended,Contiguous U.S.
93286,Ground,DAS Extended,Contiguous U.S.
93287,Ground,DAS Extended,Contiguous U.S.
93291,Ground,DAS,Contiguous U.S.
93292,Ground,DAS,Contiguous U.S.
93301,Ground,DAS,Contiguous U.S.
93306,Ground,DAS,Contiguous U.S.
93308,Ground,DAS,Contiguous U.S.
93311,Ground,DAS,Contiguous U.S.
93312,Ground,DAS,Contiguous U.S.
93313,Ground,DAS,Contiguous U.S.
93314,Ground,DAS,Contiguous U.S.
93402,Ground,DAS,Contiguous U.S.
93405,Ground,DAS,Contiguous U.S.
93420,Ground,DAS,Contiguous U.S.
93421,Ground,DAS,Contiguous U.S.
93422,Ground,DAS,Contiguous U.S.
93423,Ground,DAS,Contiguous U.S.
93424,Ground,DAS Extended,Contiguous U.S.
93426,Ground,DAS Extended,Contiguous U.S.
93427,Ground,DAS,Contiguous U.S.
93428,Ground,DAS Extended,Contiguous U.S.
93429,Ground,DAS Extended,Contiguous U.S.
93430,Ground,DAS Extended,Contiguous U.S.
93432,Ground,DAS Extended,Contiguous U.S.
93433,Ground,DAS,Contiguous U.S.
93434,Ground,DAS,Contiguous U.S.
93435,Ground,DAS Extended,Contiguous U.S.
93436,Ground,DAS,Contiguous U.S.
93437,Ground,DAS,Contiguous U.S.
93438,Ground,DAS,Contiguous U.S.
93440,Ground,DAS,Contiguous U.S.
93441,Ground,DAS Extended,Contiguous U.S.
93442,Ground,DAS,Contiguous U.S.
93443,Ground,DAS,Contiguous U.S.
93444,Ground,DAS,Contiguous U.S.
93445,Ground,DAS,Contiguous U.S.
93446,Ground,DAS Extended,Contiguous U.S.
93447,Ground,DAS,Contiguous U.S.
93449,Ground,DAS,Contiguous U.S.
93450,Ground,DAS Extended,Contiguous U.S.
93451,Ground,DAS Extended,Contiguous U.S.
93452,Ground,DAS Extended,Contiguous U.S.
93453,Ground,DAS Extended,Contiguous U.S.
93455,Ground,DAS,Contiguous U.S.
93458,Ground,DAS,Contiguous U.S.
93460,Ground,DAS,Contiguous U.S.
93461,Ground,DAS Extended,Contiguous U.S.
93463,Ground,DAS,Contiguous U.S.
93464,Ground,DAS,Contiguous U.S.
93465,Ground,DAS Extended,Contiguous U.S.
93501,Ground,DAS Extended,Contiguous U.S.
93505,Ground,DAS Extended,Contiguous U.S.
93510,Ground,DAS Extended,Contiguous U.S.
93512,Ground,DAS Extended,Contiguous U.S.
93513,Ground,DAS Extended,Contiguous U.S.
93514,Ground,DAS,Contiguous U.S.
93515,Ground,DAS,Contiguous U.S.
93516,Ground,DAS Extended,Contiguous U.S.
93517,Ground,DAS Extended,Contiguous U.S.
93518,Ground,DAS Extended,Contiguous U.S.
93519,Ground,DAS Extended,Contiguous U.S.
93522,Ground,DAS Extended,Contiguous U.S.
93523,Ground,DAS Extended,Contiguous U.S.
93524,Ground,DAS,Contiguous U.S.
93526,Ground,DAS Extended,Contiguous U.S.
93527,Ground,DAS Extended,Contiguous U.S.
93528,Ground,DAS Extended,Contiguous U.S.
93529,Ground,DAS Extended,Contiguous U.S.
93530,Ground,DAS Extended,Contiguous U.S.
93531,Ground,DAS Extended,Contiguous U.S.
93532,Ground,DAS Extended,Contiguous U.S.
93535,Ground,DAS,Contiguous U.S.
93536,Ground,DAS,Contiguous U.S.
93541,Ground,DAS Extended,Contiguous U.S.
93542,Ground,DAS,Contiguous U.S.
93543,Ground,DAS Extended,Contiguous U.S.
93544,Ground,DAS Extended,Contiguous U.S.
93545,Ground,DAS Extended,Contiguous U.S.
93546,Ground,DAS,Contiguous U.S.
93549,Ground,DAS Extended,Contiguous U.S.
93550,Ground,DAS,Contiguous U.S.
93551,Ground,DAS,Contiguous U.S.
93552,Ground,DAS,Contiguous U.S.
93553,Ground,DAS Extended,Contiguous U.S.
93554,Ground,DAS Extended,Contiguous U.S.
93555,Ground,DAS Extended,Contiguous U.S.
93558,Ground,DAS Extended,Contiguous U.S.
93560,Ground,DAS,Contiguous U.S.
93561,Ground,DAS Extended,Contiguous U.S.
93562,Ground,DAS Extended,Contiguous U.S.
93563,Ground,DAS Extended,Contiguous U.S.
93581,Ground,DAS Extended,Contiguous U.S.
93591,Ground,DAS Extended,Contiguous U.S.
93592,Ground,DAS Extended,Contiguous U.S.
93601,Ground,DAS Extended,Contiguous U.S.
93602,Ground,DAS Extended,Contiguous U.S.
93603,Ground,DAS Extended,Contiguous U.S.
93604,Ground,DAS Extended,Contiguous U.S.
93605,Ground,DAS Extended,Contiguous U.S.
93606,Ground,DAS,Contiguous U.S.
93607,Ground,DAS Extended,Contiguous U.S.
93608,Ground,DAS Extended,Contiguous U.S.
93609,Ground,DAS Extended,Contiguous U.S.
93610,Ground,DAS Extended,Contiguous U.S.
93614,Ground,DAS Extended,Contiguous U.S.
93615,Ground,DAS,Contiguous U.S.
93619,Ground,DAS,Contiguous U.S.
93620,Ground,DAS Extended,Contiguous U.S.
93621,Ground,DAS Extended,Contiguous U.S.
93622,Ground,DAS Extended,Contiguous U.S.
93623,Ground,DAS Extended,Contiguous U.S.
93624,Ground,DAS Extended,Contiguous U.S.
93625,Ground,DAS,Contiguous U.S.
93626,Ground,DAS Extended,Contiguous U.S.
93627,Ground,DAS Extended,Contiguous U.S.
93628,Ground,DAS Extended,Contiguous U.S.
93630,Ground,DAS,Contiguous U.S.
93631,Ground,DAS,Contiguous U.S.
93633,Ground,DAS Extended,Contiguous U.S.
93634,Ground,DAS Extended,Contiguous U.S.
93635,Ground,DAS Extended,Contiguous U.S.
93636,Ground,DAS,Contiguous U.S.
93637,Ground,DAS,Contiguous U.S.
93638,Ground,DAS,Contiguous U.S.
93639,Ground,DAS,Contiguous U.S.
93640,Ground,DAS Extended,Contiguous U.S.
93641,Ground,DAS Extended,Contiguous U.S.
93643,Ground,DAS Extended,Contiguous U.S.
93644,Ground,DAS Extended,Contiguous U.S.
93645,Ground,DAS Extended,Contiguous U.S.
93646,Ground,DAS Extended,Contiguous U.S.
93647,Ground,DAS Extended,Contiguous U.S.
93648,Ground,DAS,Contiguous U.S.
93649,Ground,DAS Extended,Contiguous U.S.
93651,Ground,DAS Extended,Contiguous U.S.
93652,Ground,DAS Extended,Contiguous U.S.
93653,Ground,DAS Extended,Contiguous U.S.
93654,Ground,DAS,Contiguous U.S.
93656,Ground,DAS Extended,Contiguous U.S.
93657,Ground,DAS,Contiguous U.S.
93660,Ground,DAS Extended,Contiguous U.S.
93661,Ground,DAS Extended,Contiguous U.S.
93664,Ground,DAS Extended,Contiguous U.S.
93665,Ground,DAS Extended,Contiguous U.S.
93667,Ground,DAS Extended,Contiguous U.S.
93668,Ground,DAS Extended,Contiguous U.S.
93669,Ground,DAS Extended,Contiguous U.S.
93670,Ground,DAS,Contiguous U.S.
93673,Ground,DAS,Contiguous U.S.
93675,Ground,DAS Extended,Contiguous U.S.
93723,Ground,DAS,Contiguous U.S.
93901,Ground,DAS,Contiguous U.S.
93902,Ground,DAS,Contiguous U.S.
93905,Ground,DAS Extended,Contiguous U.S.
93907,Ground,DAS Extended,Contiguous U.S.
93908,Ground,DAS Extended,Contiguous U.S.
93912,Ground,DAS,Contiguous U.S.
93920,Ground,DAS Extended,Contiguous U.S.
93921,Ground,DAS,Contiguous U.S.
93922,Ground,DAS,Contiguous U.S.
93923,Ground,DAS,Contiguous U.S.
93924,Ground,DAS Extended,Contiguous U.S.
93925,Ground,DAS Extended,Contiguous U.S.
93926,Ground,DAS Extended,Contiguous U.S.
93927,Ground,DAS Extended,Contiguous U.S.
93928,Ground,DAS Extended,Contiguous U.S.
93930,Ground,DAS Extended,Contiguous U.S.
93932,Ground,DAS Extended,Contiguous U.S.
93950,Ground,DAS,Contiguous U.S.
93954,Ground,DAS Extended,Contiguous U.S.
93960,Ground,DAS Extended,Contiguous U.S.
93962,Ground,DAS Extended,Contiguous U.S.
94002,Ground,DAS,Contiguous U.S.
94019,Ground,DAS,Contiguous U.S.
94020,Ground,DAS Extended,Contiguous U.S.
94021,Ground,DAS Extended,Contiguous U.S.
94028,Ground,DAS,Contiguous U.S.
94037,Ground,DAS,Contiguous U.S.
94038,Ground,DAS,Contiguous U.S.
94044,Ground,DAS,Contiguous U.S.
94060,Ground,DAS Extended,Contiguous U.S.
94062,Ground,DAS,Contiguous U.S.
94074,Ground,DAS Extended,Contiguous U.S.
94102,Ground,DAS,Contiguous U.S.
94103,Ground,DAS,Contiguous U.S.
94104,Ground,DAS,Contiguous U.S.
94105,Ground,DAS,Contiguous U.S.
94107,Ground,DAS,Contiguous U.S.
94108,Ground,DAS,Contiguous U.S.
94109,Ground,DAS,Contiguous U.S.
94110,Ground,DAS,Contiguous U.S.
94111,Ground,DAS,Contiguous U.S.
94114,Ground,DAS,Contiguous U.S.
94115,Ground,DAS,Contiguous U.S.
94116,Ground,DAS,Contiguous U.S.
94117,Ground,DAS,Contiguous U.S.
94118,Ground,DAS,Contiguous U.S.
94121,Ground,DAS,Contiguous U.S.
94122,Ground,DAS,Contiguous U.S.
94123,Ground,DAS,Contiguous U.S.
94127,Ground,DAS,Contiguous U.S.
94129,Ground,DAS,Contiguous U.S.
94131,Ground,DAS,Contiguous U.S.
94133,Ground,DAS,Contiguous U.S.
94508,Ground,DAS,Contiguous U.S.
94511,Ground,DAS Extended,Contiguous U.S.
94512,Ground,DAS Extended,Contiguous U.S.
94514,Ground,DAS Extended,Contiguous U.S.
94515,Ground,DAS,Contiguous U.S.
94517,Ground,DAS,Contiguous U.S.
94528,Ground,DAS,Contiguous U.S.
94536,Ground,DAS,Contiguous U.S.
94541,Ground,DAS,Contiguous U.S.
94548,Ground,DAS,Contiguous U.S.
94549,Ground,DAS,Contiguous U.S.
94550,Ground,DAS,Contiguous U.S.
94552,Ground,DAS,Contiguous U.S.
94556,Ground,DAS,Contiguous U.S.
94558,Ground,DAS,Contiguous U.S.
94559,Ground,DAS,Contiguous U.S.
94561,Ground,DAS,Contiguous U.S.
94562,Ground,DAS,Contiguous U.S.
94563,Ground,DAS,Contiguous U.S.
94567,Ground,DAS Extended,Contiguous U.S.
94569,Ground,DAS Extended,Contiguous U.S.
94570,Ground,DAS,Contiguous U.S.
94571,Ground,DAS Extended,Contiguous U.S.
94573,Ground,DAS,Contiguous U.S.
94574,Ground,DAS,Contiguous U.S.
94575,Ground,DAS,Contiguous U.S.
94576,Ground,DAS Extended,Contiguous U.S.
94585,Ground,DAS,Contiguous U.S.
94586,Ground,DAS Extended,Contiguous U.S.
94599,Ground,DAS,Contiguous U.S.
94603,Ground,DAS,Contiguous U.S.
94605,Ground,DAS,Contiguous U.S.
94707,Ground,DAS,Contiguous U.S.
94803,Ground,DAS,Contiguous U.S.
94922,Ground,DAS Extended,Contiguous U.S.
94923,Ground,DAS Extended,Contiguous U.S.
94924,Ground,DAS Extended,Contiguous U.S.
94929,Ground,DAS Extended,Contiguous U.S.
94930,Ground,DAS,Contiguous U.S.
94933,Ground,DAS Extended,Contiguous U.S.
94937,Ground,DAS Extended,Contiguous U.S.
94938,Ground,DAS,Contiguous U.S.
94940,Ground,DAS Extended,Contiguous U.S.
94946,Ground,DAS Extended,Contiguous U.S.
94947,Ground,DAS,Contiguous U.S.
94950,Ground,DAS Extended,Contiguous U.S.
94951,Ground,DAS,Contiguous U.S.
94952,Ground,DAS,Contiguous U.S.
94956,Ground,DAS Extended,Contiguous U.S.
94963,Ground,DAS Extended,Contiguous U.S.
94970,Ground,DAS Extended,Contiguous U.S.
94971,Ground,DAS Extended,Contiguous U.S.
94972,Ground,DAS Extended,Contiguous U.S.
94973,Ground,DAS Extended,Contiguous U.S.
95004,Ground,DAS,Contiguous U.S.
95005,Ground,DAS,Contiguous U.S.
95006,Ground,DAS Extended,Contiguous U.S.
95007,Ground,DAS,Contiguous U.S.
95012,Ground,DAS,Contiguous U.S.
95013,Ground,DAS,Contiguous U.S.
95017,Ground,DAS Extended,Contiguous U.S.
95018,Ground,DAS,Contiguous U.S.
95023,Ground,DAS,Contiguous U.S.
95024,Ground,DAS,Contiguous U.S.
95026,Ground,DAS Extended,Contiguous U.S.
95033,Ground,DAS Extended,Contiguous U.S.
95039,Ground,DAS Extended,Contiguous U.S.
95041,Ground,DAS,Contiguous U.S.
95043,Ground,DAS Extended,Contiguous U.S.
95045,Ground,DAS Extended,Contiguous U.S.
95046,Ground,DAS,Contiguous U.S.
95075,Ground,DAS Extended,Contiguous U.S.
95076,Ground,DAS,Contiguous U.S.
95139,Ground,DAS,Contiguous U.S.
95140,Ground,DAS Extended,Contiguous U.S.
95141,Ground,DAS Extended,Contiguous U.S.
95215,Ground,DAS,Contiguous U.S.
95220,Ground,DAS Extended,Contiguous U.S.
95221,Ground,DAS Extended,Contiguous U.S.
95222,Ground,DAS Extended,Contiguous U.S.
95223,Ground,DAS Extended,Contiguous U.S.
95224,Ground,DAS Extended,Contiguous U.S.
95225,Ground,DAS Extended,Contiguous U.S.
95226,Ground,DAS Extended,Contiguous U.S.
95227,Ground,DAS Extended,Contiguous U.S.
95228,Ground,DAS Extended,Contiguous U.S.
95229,Ground,DAS,Contiguous U.S.
95230,Ground,DAS Extended,Contiguous U.S.
95232,Ground,DAS Extended,Contiguous U.S.
95237,Ground,DAS Extended,Contiguous U.S.
95240,Ground,DAS,Contiguous U.S.
95242,Ground,DAS,Contiguous U.S.
95245,Ground,DAS Extended,Contiguous U.S.
95246,Ground,DAS Extended,Contiguous U.S.
95247,Ground,DAS Extended,Contiguous U.S.
95248,Ground,DAS Extended,Contiguous U.S.
95249,Ground,DAS Extended,Contiguous U.S.
95250,Ground,DAS Extended,Contiguous U.S.
95251,Ground,DAS Extended,Contiguous U.S.
95252,Ground,DAS Extended,Contiguous U.S.
95253,Ground,DAS Extended,Contiguous U.S.
95254,Ground,DAS Extended,Contiguous U.S.
95255,Ground,DAS Extended,Contiguous U.S.
95257,Ground,DAS Extended,Contiguous U.S.
95258,Ground,DAS,Contiguous U.S.
95301,Ground,DAS,Contiguous U.S.
95303,Ground,DAS Extended,Contiguous U.S.
95305,Ground,DAS Extended,Contiguous U.S.
95306,Ground,DAS Extended,Contiguous U.S.
95309,Ground,DAS Extended,Contiguous U.S.
95310,Ground,DAS Extended,Contiguous U.S.
95311,Ground,DAS Extended,Contiguous U.S.
95312,Ground,DAS,Contiguous U.S.
95313,Ground,DAS Extended,Contiguous U.S.
95314,Ground,DAS Extended,Contiguous U.S.
95315,Ground,DAS,Contiguous U.S.
95316,Ground,DAS Extended,Contiguous U.S.
95317,Ground,DAS Extended,Contiguous U.S.
95318,Ground,DAS Extended,Contiguous U.S.
95320,Ground,DAS,Contiguous U.S.
95321,Ground,DAS Extended,Contiguous U.S.
95322,Ground,DAS Extended,Contiguous U.S.
95323,Ground,DAS Extended,Contiguous U.S.
95324,Ground,DAS,Contiguous U.S.
95325,Ground,DAS Extended,Contiguous U.S.
95326,Ground,DAS,Contiguous U.S.
95327,Ground,DAS Extended,Contiguous U.S.
95329,Ground,DAS Extended,Contiguous U.S.
95333,Ground,DAS Extended,Contiguous U.S.
95334,Ground,DAS,Contiguous U.S.
95335,Ground,DAS Extended,Contiguous U.S.
95338,Ground,DAS Extended,Contiguous U.S.
95340,Ground,DAS,Contiguous U.S.
95341,Ground,DAS,Contiguous U.S.
95344,Ground,DAS,Contiguous U.S.
95345,Ground,DAS Extended,Contiguous U.S.
95346,Ground,DAS Extended,Contiguous U.S.
95347,Ground,DAS Extended,Contiguous U.S.
95348,Ground,DAS,Contiguous U.S.
95357,Ground,DAS,Contiguous U.S.
95358,Ground,DAS,Contiguous U.S.
95360,Ground,DAS Extended,Contiguous U.S.
95361,Ground,DAS,Contiguous U.S.
95364,Ground,DAS Extended,Contiguous U.S.
95365,Ground,DAS Extended,Contiguous U.S.
95369,Ground,DAS Extended,Contiguous U.S.
95370,Ground,DAS,Contiguous U.S.
95372,Ground,DAS,Contiguous U.S.
95374,Ground,DAS Extended,Contiguous U.S.
95375,Ground,DAS Extended,Contiguous U.S.
95379,Ground,DAS Extended,Contiguous U.S.
95380,Ground,DAS,Contiguous U.S.
95383,Ground,DAS Extended,Contiguous U.S.
95385,Ground,DAS Extended,Contiguous U.S.
95386,Ground,DAS Extended,Contiguous U.S.
95387,Ground,DAS Extended,Contiguous U.S.
95388,Ground,DAS Extended,Contiguous U.S.
95389,Ground,DAS Extended,Contiguous U.S.
95404,Ground,DAS,Contiguous U.S.
95410,Ground,DAS Extended,Contiguous U.S.
95412,Ground,DAS Extended,Contiguous U.S.
95415,Ground,DAS Extended,Contiguous U.S.
95416,Ground,DAS,Contiguous U.S.
95417,Ground,DAS Extended,Contiguous U.S.
95419,Ground,DAS Extended,Contiguous U.S.
95420,Ground,DAS Extended,Contiguous U.S.
95421,Ground,DAS Extended,Contiguous U.S.
95422,Ground,DAS Extended,Contiguous U.S.
95423,Ground,DAS Extended,Contiguous U.S.
95424,Ground,DAS,Contiguous U.S.
95425,Ground,DAS Extended,Contiguous U.S.
95426,Ground,DAS Extended,Contiguous U.S.
95427,Ground,DAS Extended,Contiguous U.S.
95428,Ground,DAS Extended,Contiguous U.S.
95429,Ground,DAS Extended,Contiguous U.S.
95430,Ground,DAS Extended,Contiguous U.S.
95431,Ground,DAS,Contiguous U.S.
95432,Ground,DAS Extended,Contiguous U.S.
95435,Ground,DAS,Contiguous U.S.
95436,Ground,DAS,Contiguous U.S.
95437,Ground,DAS Extended,Contiguous U.S.
95439,Ground,DAS,Contiguous U.S.
95441,Ground,DAS Extended,Contiguous U.S.
95442,Ground,DAS Extended,Contiguous U.S.
95443,Ground,DAS Extended,Contiguous U.S.
95444,Ground,DAS,Contiguous U.S.
95445,Ground,DAS Extended,Contiguous U.S.
95446,Ground,DAS Extended,Contiguous U.S.
95448,Ground,DAS,Contiguous U.S.
95449,Ground,DAS Extended,Contiguous U.S.
95450,Ground,DAS Extended,Contiguous U.S.
